Time,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Mag(1),Mag(2),Mag(3)
2020-05-11 13:20:47.767869,-0.002614,0.002813,1.000298,0.000122,-0.000492,0.000338,-5.279973,-0.304322,37.924107
2020-05-11 13:20:47.820646,-0.002676,0.002386,1.000237,-0.000325,-0.000918,-0.000707,-5.304733,-0.350263,38.15181
2020-05-11 13:20:47.873448,-0.003358,0.002325,0.999628,0.000129,-0.00133,5.5E-05,-5.352541,-0.344324,38.069569
2020-05-11 13:20:47.926302,-0.002552,0.002142,1.000115,0.000124,0.000338,0.000496,-5.284388,-0.339573,38.172298
2020-05-11 13:20:47.979077,-0.00218,0.00263,1.001515,0.000711,3.1E-05,-0.001587,-5.145864,-0.158908,38.327122
2020-05-11 13:20:48.031875,-0.002738,0.003729,0.999507,0.000835,-0.000708,0.000237,-5.012646,-0.136351,38.305702
2020-05-11 13:20:48.084673,-0.003296,0.001836,1.000176,-0.000226,5.4E-05,0.000672,-4.939672,-0.002429,38.189777
2020-05-11 13:20:48.137442,-0.002924,0.00263,0.998776,-0.0014,0.00079,0.000797,-4.970892,-0.041662,37.963387
2020-05-11 13:20:48.190223,-0.004474,0.002142,0.999202,0.001156,0.000321,-0.000705,-5.057468,-0.219419,37.700916
2020-05-11 13:20:48.242958,-0.002428,0.002019,1.000115,-0.000211,0.000163,0.000942,-5.14913,-0.203057,37.827984
2020-05-11 13:20:48.295748,-0.004536,0.002752,1.000237,0.001272,0.000453,-0.001451,-4.931259,-0.269251,37.682667
2020-05-11 13:20:48.348484,-0.00311,0.002264,0.999141,0.000197,0.001028,-0.000665,-4.880162,-0.163638,37.839531
2020-05-11 13:20:48.401303,-0.002552,0.002019,1.000663,0.001371,0.000403,-0.000938,-4.906484,-0.06695,37.909821
2020-05-11 13:20:48.454201,-0.002862,0.002752,0.999811,0.000587,-0.000348,-0.000169,-4.888342,0.083586,37.86145
2020-05-11 13:20:48.507019,-0.003234,0.002325,0.999872,-0.000761,-4.2E-05,0.000428,-5.047429,-0.052134,37.308475
2020-05-11 13:20:48.559773,-0.002118,0.002386,1.000358,-0.000588,0.000993,0.000856,-5.001098,-0.130216,37.25544
2020-05-11 13:20:48.612589,-0.0028,0.001897,0.999324,0.00017,-0.000221,0.000237,-4.941633,-0.210979,37.271118
2020-05-11 13:20:48.665372,-0.001808,0.002142,0.999933,-0.000426,0.000229,-0.001542,-4.810061,-0.306082,37.652664
2020-05-11 13:20:48.718164,-0.003916,0.001775,1.00048,0.000326,-7.4E-05,-1.5E-05,-4.816804,-0.308979,37.748703
